,feature_feature_0,feature_feature_1,feature_feature_2,feature_feature_3,feature_feature_4,feature_feature_5,feature_feature_6,feature_feature_7,feature_feature_8
2769,1234,3152,591,2628,2521,653,181,2063,920
2770,2554,1222,1064,2024,861,1791,48,920,224
2771,2605,619,1464,653,2668,1174,2814,119,1644
2772,1948,421,591,2628,989,2928,1605,2862,3164
2773,1234,3152,3059,846,3103,1281,2814,119,1644
2774,1640,3152,677,653,2668,1777,2814,119,1644
2775,2347,2918,967,653,54,846,920,224,2867
2776,515,294,1301,861,152,861,920,224,810
2777,1948,1565,2702,1202,653,2224,3164,920,224
2778,1521,1191,2029,1433,653,811,2063,920,224
2779,308,3152,1301,300,2928,1616,1649,920,224
2780,1051,2446,937,2928,473,2063,920,224,3097
2781,308,3152,2029,2992,846,673,3023,920,224
2782,515,165,967,653,1569,1649,920,224,810
2783,3040,2918,1294,861,425,757,920,224,810
2784,438,1535,885,798,653,856,846,920,1144
2785,2605,1535,1778,1472,861,152,48,920,224
2786,308,3152,1301,861,2484,1174,2814,119,1644
2787,194,433,1294,846,1203,1777,920,224,810
2788,1234,3152,2066,656,846,45,2625,920,224
2789,1951,421,2872,656,653,145,846,920,224
2790,308,3152,833,846,1203,1085,920,224,3097
2791,194,1535,357,861,1974,1649,920,224,810
2792,515,294,51,1942,1354,861,960,523,861
2793,1521,1222,357,656,861,1709,757,920,224
2794,1948,3152,1541,3162,1047,1263,48,920,1907
2795,515,3152,956,1472,861,846,920,224,810
2796,1948,3152,357,1039,861,2484,1174,2814,119
2797,2554,294,171,861,44,3045,2814,119,1644
2798,454,1535,3047,1490,989,861,960,575,2063
2799,2248,2918,677,861,184,2063,920,1907,2185
2800,308,3152,833,846,1649,920,224,810,1614
2801,308,586,2024,653,359,861,920,224,3097
2802,1521,3152,490,846,3103,2282,920,224,2581
2803,1121,911,2818,2053,861,44,3023,920,224
2804,2554,166,3047,3144,861,960,846,920,1907
2805,2347,509,2066,3144,2928,1605,653,2563,920
2806,2846,619,2620,846,759,1085,920,224,810
2807,1521,3152,642,1469,653,2322,1694,653,1996
2808,1554,1191,677,3084,4,861,920,224,810
2809,2846,3152,937,2928,473,2063,920,224,810
2810,1051,1191,74,653,1944,846,920,1907,2185
2811,1234,3152,677,2323,1768,653,920,1907,2185
2812,1726,619,2121,2928,892,2928,920,1907,1612
2813,515,1943,1541,653,248,3164,920,1907,2185
2814,1234,3152,583,653,248,2282,920,1907,2185
2815,1234,3152,2687,507,846,3003,653,920,1144
2816,194,509,917,1629,2928,2351,861,920,224
2817,839,1191,466,317,861,1114,48,920,1144
2818,1951,2770,2748,653,2892,2282,920,224,810
2819,1948,421,352,1824,846,846,920,224,3097
2820,308,3152,374,3111,846,3003,861,920,224
2821,1234,3152,899,507,2928,2518,861,920,1144
2822,308,3022,2024,846,759,3023,920,224,3097
2823,1051,1222,586,2024,653,126,861,920,224
2824,308,3152,466,2156,846,673,2063,920,224
2825,1951,2770,499,861,1974,653,920,224,3097
2826,1948,421,499,1551,861,1974,846,920,1144
2827,2554,294,1053,1247,846,654,3164,920,224
2828,308,3152,581,127,846,759,2063,920,224
2829,89,2864,1851,415,846,3164,920,224,2798
2830,1951,2770,2908,844,653,2322,48,920,1144
2831,308,3152,1936,846,1881,691,2814,119,1644
2832,2605,3152,2256,72,2227,507,469,1116,861
2833,2554,166,1095,450,861,187,861,920,1144
2834,1051,2918,2789,2024,653,126,48,920,224
2835,1234,3152,861,152,3045,920,224,3097,1722
2836,1951,3152,2655,861,213,757,920,224,3097
2837,1234,3152,956,653,210,846,920,224,3097
2838,1449,619,833,861,1320,48,920,224,810
2839,3040,2918,2440,507,861,2484,846,920,1144
2840,1234,3152,466,2024,846,2987,2063,920,224
2841,2605,1535,1946,653,359,1649,920,224,3097
2842,1521,1191,2928,1724,2063,920,224,810,1614
2843,1951,2770,2256,72,2227,507,469,1116,861
2844,1521,3152,2789,2277,861,2433,3164,920,224
2845,1948,3152,653,1280,861,920,224,810,130
2846,1449,911,428,861,1564,48,920,224,3097
2847,1521,1535,3022,2024,861,2484,48,920,224
2848,1234,3152,2256,72,2227,507,469,1116,846
2849,1234,3152,3022,1127,846,673,3164,920,1144
2850,2858,619,3022,507,861,2297,846,920,224
2851,2554,2060,1053,846,2935,2919,920,224,810
2852,1951,3152,1081,846,1203,2063,920,224,3097
2853,308,3152,2979,861,1701,1649,2814,119,451
2854,2347,1535,1040,846,654,757,920,224,3097
2855,1951,2770,3022,653,926,3164,920,224,810
2856,1951,3152,2687,2024,2928,2518,2323,920,1144
2857,1521,1079,956,653,210,2323,920,224,810
2858,308,3152,1778,861,2164,48,920,224,810
2859,2598,1191,2256,72,2227,507,469,1116,861
2860,1951,3152,967,861,2297,861,920,224,810
2861,308,3152,496,653,1740,757,920,224,3097
2862,89,433,1309,2323,1504,861,920,224,2798
2863,1951,165,3155,2094,861,1974,1649,920,1144
2864,515,294,2687,507,861,1114,3164,920,1144
2865,1051,619,709,2024,653,359,2928,920,224
2866,2554,3152,937,861,213,2063,920,224,810
2867,2248,2918,2334,861,213,2063,920,224,810
2868,438,3152,1464,846,759,3023,920,224,810
2869,1521,1191,2984,653,2224,1085,920,224,3097
2870,308,3152,51,1354,2928,813,3079,3164,651
2871,1234,3152,1547,1017,861,1974,1649,920,224
2872,1948,3152,2281,846,3103,2919,2814,119,1644
2873,1234,3152,496,2928,1929,3164,920,224,810
2874,1640,3152,2334,653,1093,2063,920,224,810
2875,2605,433,1464,3084,2419,846,920,1907,2185
2876,308,3152,677,349,2928,920,1907,2185,2497
2877,2347,619,1053,846,2589,1649,920,224,810
2878,308,3152,967,861,621,846,920,224,810
2879,515,3152,1464,653,1093,3164,920,1907,2185
2880,308,3152,747,653,48,920,1907,2185,2538
2881,2846,619,1301,861,1842,653,920,1907,2185
2882,515,3152,2941,2203,653,2931,3164,920,224
2883,1234,3152,2984,861,213,3164,920,224,810
2884,1951,421,2440,56,653,359,3164,920,224
2885,1234,3152,586,656,2928,1605,1047,920,224
2886,1948,3152,1936,2296,861,2611,757,920,224
2887,1234,3152,2872,2928,2738,2928,920,224,810
2888,2598,619,2984,653,2668,3164,920,224,810
2889,1554,619,2984,2928,2198,3164,920,224,810
2890,308,1936,653,2668,1174,2814,119,1644,2414
2891,2846,2918,899,2024,2928,2518,2928,920,1144
2892,1948,421,3059,653,2668,3023,920,224,2867
2893,1550,1191,2984,861,2857,1085,920,224,810
2894,515,1222,2334,653,2243,1649,920,224,810
2895,670,2770,1523,861,468,1085,920,224,810
2896,308,499,450,653,1569,1047,920,224,2798
2897,3048,1079,956,861,44,3164,920,224,810
2898,1234,3152,2984,385,861,152,1085,920,224
2899,515,1222,2872,2024,653,1280,861,920,224
2900,1948,1565,2984,653,2243,3164,920,224,3097
2901,2598,1417,1799,2928,1661,48,920,224,3097
2902,2554,3152,1053,2928,1671,846,920,224,2867
2903,1951,1565,1523,846,1881,1649,920,224,810
2904,2846,2060,3022,2156,2323,2704,653,920,224
2905,1234,3152,9,861,2124,3164,920,224,810
2906,2598,2464,2984,2928,1661,846,920,224,2867
2907,2347,433,1707,2053,2323,1094,3164,920,224
2908,1234,3152,967,861,846,920,224,810,1063
2909,1951,3152,1053,2404,653,2063,920,224,3097
2910,1121,2918,2334,861,1621,3164,920,224,3097
2911,1951,2770,2984,861,2297,48,920,224,810
2912,1951,421,357,861,213,2282,920,1907,2185
2913,1234,3152,1301,207,2323,2070,1649,920,1907
2914,2554,1417,357,1551,2928,2731,3084,920,224
2915,1554,1222,885,732,653,784,48,920,224
2916,1550,911,516,2323,2298,846,920,224,2867
2917,1951,3152,2663,861,152,2063,920,224,393
2918,308,3152,3055,846,759,48,920,224,393
2919,308,3152,2066,1463,861,960,3028,2928,920
2920,1121,2060,3047,1490,507,653,181,1069,3084
2921,308,3152,2984,861,2124,48,920,224,2867
2922,308,653,402,48,920,224,393,2810,1147
2923,1234,3152,833,861,44,3164,920,224,2867
2924,2248,2465,3047,1490,507,653,181,1069,48
2925,3068,294,496,1938,2928,2485,653,920,224
2926,308,3152,490,752,846,2999,1777,920,224
2927,1951,3152,3041,2024,653,524,48,920,224
2928,1554,509,171,2323,1963,2282,920,224,810
2929,1234,3152,498,507,846,2282,920,224,3097
2930,3040,476,1541,1187,2323,2647,48,920,1907
2931,308,3152,3047,656,2928,2731,2928,920,1907
2932,1234,3152,2192,2716,653,2033,2928,920,1907
2933,1449,166,747,656,653,811,2063,920,1907
2934,308,3152,357,2928,80,3164,920,224,810
2935,308,3152,3047,1629,846,2320,861,682,920
2936,1951,3152,2066,507,861,1941,2323,920,224
2937,194,166,2440,507,2928,2600,861,920,224
2938,1951,3152,3055,2928,1659,757,920,224,810
2939,670,1417,1736,861,187,3023,920,224,3097
2940,1948,3152,1226,507,846,1340,3164,920,1144
2941,1550,3152,2556,861,468,1281,2814,119,1644
2942,308,3152,1381,1467,1702,507,3146,741,861
2943,308,3152,629,861,1974,48,920,224,810
2944,2605,1191,709,846,1203,757,920,224,810
2945,1051,3152,1081,1515,861,1437,653,920,224
2946,1234,3152,1081,2024,861,152,846,920,1144
2947,1234,3152,1016,2286,861,2297,48,920,224
2948,515,294,1883,2203,861,1974,2323,920,224
2949,2069,1191,1466,1463,3084,2444,1085,920,224
2950,2554,619,3155,2272,1832,2928,2518,3084,920
2951,1234,3152,1508,507,861,1974,2063,920,224
2952,2605,3152,496,861,2297,2063,920,224,3097
2953,2347,2918,1381,1467,1702,507,3146,741,2928
2954,308,3152,1513,861,152,1649,920,224,810
2955,515,3152,2307,846,759,2063,920,224,3097
2956,2554,619,289,2024,653,1639,846,920,224
2957,1234,3152,1358,653,1280,3164,920,224,3097
2958,2347,1417,3140,2323,2004,48,920,224,3097
2959,3068,2465,1465,812,653,369,3164,920,224
2960,308,3152,861,2484,3164,920,224,810,1439
2961,1234,3152,1736,1999,861,2484,1777,920,224
2962,1951,2770,1226,1361,861,2427,2063,920,224
2963,1951,2770,1381,1467,1702,507,3146,741,653
2964,2554,3152,1460,1759,846,3003,48,920,224
2965,3040,3152,49,198,507,861,1974,861,920
2966,2846,3152,2053,653,210,2063,920,224,810
2967,2605,476,2085,1832,846,673,3164,920,1144
2968,1234,3152,2253,861,2493,2063,920,224,810
2969,308,3152,1381,1467,1702,507,3146,741,2928
2970,1951,3152,496,2323,676,1649,920,224,810
2971,2347,1222,3128,861,1320,861,920,224,810
2972,515,3152,1883,692,846,759,48,920,1144
2973,1951,3152,2498,653,856,1649,920,224,3097
2974,1121,3152,1513,861,152,48,920,224,3097
2975,2554,294,1984,536,861,919,3023,920,224
2976,2248,1535,1274,653,2243,2282,920,224,810
2977,1521,1191,1523,846,1924,861,920,224,810
2978,1449,1417,289,861,1974,2928,920,224,3097
2979,308,3152,1226,2750,653,3083,3164,920,224
2980,1234,3152,2498,3111,861,3156,3164,920,224
2981,2347,1565,703,507,861,1701,846,920,224
2982,1234,3152,3091,861,621,757,920,224,810
2983,1234,3152,2300,536,2928,48,920,224,3097
2984,1199,619,1229,3111,846,673,653,920,224
2985,1948,421,49,2940,2923,861,1974,846,920
2986,1951,2770,1466,2024,653,2528,2323,920,224
2987,1521,1943,289,2024,2928,2518,757,920,1144
2988,1951,2770,1520,1361,653,2395,2928,920,224
2989,2598,509,1081,1232,653,1403,1777,2814,119
2990,1234,3152,2212,2928,1659,861,920,224,3097
2991,2554,294,466,353,846,673,3023,920,224
2992,1234,3152,3155,2272,2094,653,856,349,920
2993,3048,2864,1523,846,759,2003,2814,119,451
2994,308,3152,1466,2024,861,1974,846,920,224
2995,1521,421,1381,1467,1702,507,3146,741,846
2996,2846,1713,968,507,48,861,920,224,3097
2997,1234,3152,3155,1872,861,2505,846,920,1144
2998,308,3152,1229,1361,2323,2610,2928,920,224
2999,1234,3152,3058,2373,349,2063,920,224,3097
3000,194,216,2024,861,3164,920,224,810,734
3001,2598,1535,653,2668,1777,2814,119,1644,91
3002,2598,509,49,198,2024,2928,2351,3164,920
3003,1521,1535,865,846,2127,2928,920,224,810
3004,2347,911,1513,867,846,1881,1174,2814,119
3005,308,3152,496,653,600,861,920,224,3097
3006,1521,1191,2498,653,48,920,224,3097,400
3007,515,2142,2212,861,213,2282,920,224,810
3008,89,509,289,873,846,2987,1085,920,224
3009,2554,294,3128,1202,653,524,861,920,224
3010,1521,3152,3055,1846,653,2243,2063,920,224
3011,1133,1417,1381,1467,1702,507,3146,741,2323
3012,1234,3152,1381,1467,1702,507,3146,741,861
3013,839,3152,1513,861,152,48,920,224,810
3014,308,3152,1460,2203,861,1974,1649,920,224
3015,194,509,1081,2483,846,1687,2928,920,224
3016,515,165,3091,861,187,3164,920,224,810
3017,308,3152,2702,846,654,757,920,224,3097
3018,2846,619,1381,1467,1702,507,3146,741,2323
3019,1234,3152,1938,846,759,861,920,224,810
3020,308,3152,352,653,1225,861,920,224,810
3021,515,294,1351,1127,861,2484,2928,920,1144
3022,1948,3152,968,507,846,759,861,920,224
3023,1521,1191,1508,507,2928,973,3164,920,224
3024,1951,2770,1381,1467,1702,507,3146,741,2323
3025,1521,1191,2928,861,920,224,810,1161,1968
3026,1234,3152,1274,846,2410,3045,920,224,3097
3027,1951,3152,2387,861,2124,861,920,224,810
3028,2347,1535,1624,507,861,2484,2323,920,224
3029,1234,3152,1081,846,609,48,920,224,810
3030,515,1943,1381,1467,1702,507,3146,741,653
3031,308,3152,1082,653,210,2063,920,224,3097
3032,308,3152,1460,846,673,846,920,224,3097
3033,1550,2060,917,450,653,210,846,920,1144
3034,1234,3152,1465,861,2857,846,920,224,810
3035,1234,3152,466,1361,861,2484,48,920,224
3036,1948,3152,629,1127,1047,2690,846,920,224
3037,308,3152,1053,653,2224,861,920,224,2867
3038,1951,421,570,861,213,1174,2814,2922,1384
3039,1234,3152,2984,846,1881,1649,920,224,2867
3040,1521,1079,2663,2024,653,2155,3164,920,224
3041,2598,2770,273,1931,2928,1605,2928,920,224
3042,308,3152,642,507,2762,3084,34,2323,2705
3043,2605,619,591,1841,507,861,1974,861,920
3044,1554,1191,2984,846,3103,2063,920,224,3097
3045,308,3152,2334,846,3103,1649,920,224,810
3046,1521,1079,2984,653,2243,2282,920,224,810
3047,1051,378,2440,56,653,181,846,920,224
3048,3068,509,9,2024,653,2668,653,920,224
3049,3068,619,1464,846,759,2282,920,224,810
3050,1951,165,1081,3089,861,2484,3023,920,224
3051,308,3152,3128,536,846,759,653,920,224
3052,1234,3152,340,1629,3084,34,349,920,224
3053,1449,1535,885,2509,2323,1963,3164,920,224
3054,1948,3152,2984,861,1320,2282,920,224,3097
3055,308,3152,2300,1780,861,1974,846,920,1144
3056,2554,2060,1622,1940,507,861,1974,2063,920
3057,1948,3152,591,2628,507,2928,1605,959,3164
3058,308,3152,591,2628,507,3084,34,2396,920
3059,2347,619,496,861,425,1085,920,224,3097
3060,2554,2060,1351,1832,846,815,2928,920,1144
3061,2846,3152,1064,507,861,960,846,920,224
3062,1234,3152,340,1463,653,359,48,920,224
3063,308,3152,3155,2272,1832,861,1974,1047,920
3064,1121,509,2702,861,2325,3164,920,224,2798
3065,2554,619,1064,507,653,359,3164,920,224
3066,1234,3152,206,861,231,48,920,224,3097
3067,308,1792,2928,495,2063,920,224,810,1161
3068,308,3152,2984,653,1225,1085,920,224,810
3069,1948,3152,1936,861,2089,2919,920,224,810
3070,2605,1191,1301,861,2484,2003,2814,119,451
3071,1951,2770,2481,1515,861,152,1085,920,1907
3072,1121,1191,1464,653,1403,2282,920,1907,2185
3073,3040,433,357,861,231,861,920,1907,2185
3074,2605,2770,937,861,152,3164,920,224,810
3075,1948,3152,2,2928,2050,846,920,224,2798
3076,3048,433,499,798,653,3164,920,224,810
3077,1951,3152,1016,415,861,1282,653,920,224
3078,1051,1417,2663,861,3164,920,224,2798,2064
3079,1234,3152,629,507,846,1203,1649,920,224
3080,1948,3152,2387,507,861,2073,653,920,224
3081,308,3152,2090,415,861,1282,48,920,224
3082,308,3152,1778,846,654,846,920,224,3097
3083,1234,3152,1792,1361,861,3164,920,224,810
3084,2846,619,629,2141,2928,861,920,224,3097
3085,1234,3152,496,861,919,757,920,224,3097
3086,1948,421,1053,1998,846,654,1085,920,224
3087,1948,3152,1622,1463,861,2601,2063,920,224
3088,1550,3152,2984,653,3164,920,224,810,1656
3089,2248,3152,498,1859,861,1546,1281,2814,119
3090,1948,421,591,2628,507,2312,653,1346,653
3091,308,3152,1095,2094,846,654,861,920,1144
3092,2846,3152,9,846,1203,3164,920,224,3097
3093,1521,3152,591,2628,507,2312,861,218,861
3094,1951,3152,206,1832,861,2073,846,920,224
3095,2554,2060,49,198,507,1047,1047,1333,920
3096,1449,3152,1246,2053,2323,1818,2928,920,224
3097,1948,3152,49,198,507,861,2427,3164,920
3098,308,3152,591,2628,507,2312,653,1346,2063
3099,1948,1565,885,798,653,2119,1085,920,224
3100,1550,1191,861,2297,2063,920,224,810,2239
3101,1234,3152,2440,1832,2928,578,3164,920,1144
3102,1234,3152,591,507,653,1634,846,920,1144
3103,515,3152,591,1841,2024,653,3076,846,920
3104,308,3152,490,653,210,2063,920,224,810
3105,515,3152,2984,861,2260,3164,920,224,3097
3106,1234,3152,2192,56,861,231,3023,920,1907
3107,1951,2770,1186,846,1372,3023,920,1907,2185
3108,308,516,653,126,48,920,224,810,1161
3109,2846,619,1301,653,1499,48,920,224,810
3110,308,3152,677,846,759,1174,920,224,810
3111,1234,3152,1622,1940,1354,846,673,2063,920
3112,1948,421,861,2611,3062,2814,119,2996,86
3113,1550,2060,1301,861,2484,2063,920,224,3097
3114,1521,1222,1936,846,1687,758,2814,119,1644
3115,308,3152,3059,653,2956,2282,2814,119,1644
3116,1521,3152,1707,798,861,653,920,224,810
3117,308,3152,2984,846,45,1085,920,224,3097
3118,1234,3152,591,2628,507,861,960,123,861
3119,1234,3152,1523,40,846,1881,3045,920,224
3120,1951,421,171,861,1709,1777,920,224,810
3121,1948,1565,861,152,846,920,224,810,3142
3122,1550,378,2663,656,653,3017,48,920,224
3123,1521,1191,380,861,1974,356,920,224,810
3124,1521,3152,2984,653,210,2063,920,224,810
3125,1521,1535,496,653,210,846,920,224,3097
3126,194,166,677,653,1304,861,920,224,810
3127,2554,476,146,692,861,960,846,920,1144
3128,2605,619,206,507,653,402,653,920,224
3129,1951,165,206,653,2119,48,920,224,3097
3130,2554,1417,885,861,2484,1174,2814,119,451
3131,2069,619,2017,861,2845,653,920,224,3097
3132,1121,619,2121,415,861,1974,846,920,224
3133,308,3152,498,1802,2928,1679,48,920,1907
3134,1948,3152,2,1394,653,210,653,920,224
3135,515,294,1040,861,44,48,920,224,810
3136,1121,2864,1828,861,213,48,920,224,810
3137,308,3152,516,653,811,2063,920,1907,2185
3138,1234,3152,2984,861,2533,653,920,224,810
3139,1951,3152,1909,653,1093,1174,2814,119,1644
3140,1234,3152,591,2074,1354,1047,1189,653,1169
3141,3068,509,1936,846,2410,510,2814,119,1644
3142,1234,3152,1294,3169,653,1403,2063,920,224
3143,515,221,2300,798,2323,1963,846,920,224
3144,515,221,937,653,2668,846,920,224,810
3145,1951,3152,1301,3162,2323,2298,846,920,1907
3146,1951,3152,2334,846,1122,757,920,224,3097
3147,308,3152,967,653,1403,1085,920,224,810
3148,2554,1417,2121,653,1225,3164,920,1907,2185
3149,2846,619,591,2074,1354,2928,1679,1837,2063
3150,1951,2770,1538,861,213,48,920,224,810
3151,2347,619,937,861,213,3164,920,224,810
3152,1234,3152,677,570,653,1499,757,920,1907
3153,1521,1222,967,846,121,2063,920,224,810
3154,1234,3152,496,236,861,213,1649,920,224
3155,1951,3152,1294,861,213,861,920,1907,2185
3156,2347,166,967,2405,861,2611,2063,920,224
3157,89,433,1294,1232,653,2243,846,920,1907
3158,3068,1417,1301,674,861,1789,1649,920,224
3159,515,3152,1301,2928,473,2282,920,224,810
3160,1234,3152,1936,192,2928,1126,1085,920,224
3161,2554,619,1301,135,861,213,2282,920,224
3162,1521,421,677,1047,36,1649,920,224,810
3163,308,3152,3078,656,1047,2692,48,920,1907
3164,1234,3152,1301,2323,1963,2063,920,224,810
3165,1951,2770,1541,2928,2198,3164,920,224,810
3166,1234,3152,2481,2925,846,1500,846,920,1907
3167,3040,2918,2121,2024,653,1047,920,1907,2185
3168,2846,619,747,450,653,846,252,920,1907
3169,1234,3152,1792,3084,3164,920,1907,2185,298
3170,1234,3152,51,1674,989,846,1648,861,1114
3171,1234,3152,1301,1047,1527,2063,920,1907,2185
3172,1948,421,2066,989,861,2637,3164,455,920
3173,1521,1191,357,3133,1047,846,920,1907,1612
3174,1948,3152,51,1674,989,1047,1462,861,1114
3175,2858,509,956,1394,2323,2063,920,224,3097
3176,308,3152,2481,2024,2323,2928,1319,920,1907
3177,1521,1222,2984,846,2987,1085,920,224,3097
3178,2605,911,2121,861,1974,1085,920,224,3097
3179,2846,619,1541,2928,2485,2282,920,224,810
3180,1554,2918,1301,861,2484,3023,920,224,3097
3181,1234,3152,380,570,861,420,1649,920,224
3182,2554,3152,1909,2849,653,2956,2919,2814,119
3183,308,3152,2029,1297,861,2484,3164,920,224
3184,308,3152,2029,2323,861,920,1907,1612,1065
3185,515,294,2583,2024,653,784,653,920,224
3186,515,294,1572,3010,861,1709,861,920,1907
3187,194,294,490,1047,555,2282,920,1907,2185
3188,1234,3152,1294,653,2243,1085,920,224,810
3189,308,2804,861,152,3164,920,224,810,553
3190,1951,2770,1274,861,213,1174,920,224,810
3191,1948,1565,3059,735,861,2089,3045,2814,119
3192,515,3152,2984,887,861,1974,2063,920,224
3193,1234,3152,171,846,1881,992,2814,119,2996
3194,1521,1191,1510,861,231,3045,2814,2922,2293
3195,1521,3152,677,861,1955,48,920,224,810
3196,1951,421,2984,3154,861,213,2063,920,224
3197,1948,1565,967,846,1881,2330,2814,119,1644
3198,1234,3152,3047,2749,3157,2928,861,290,920
3199,1948,1565,677,861,1320,2063,920,1907,2185
3200,1951,165,51,1674,989,861,960,3028,3084
3201,1948,3152,51,1674,989,2928,1605,2470,2323
3202,1951,3152,357,861,1974,861,920,1907,2185
3203,3040,1713,677,861,2484,846,920,224,2867
3204,2665,509,1464,861,213,1174,920,1907,2185
3205,1521,1191,1541,653,2668,1085,920,224,810
3206,1951,421,2192,861,152,846,920,1907,2185
3207,1234,3152,677,2928,461,2282,920,1907,2185
3208,1234,3152,2334,653,2243,2063,920,224,810
3209,1234,3152,677,3162,2323,676,1649,920,224
3210,1726,619,516,1463,846,1340,3164,920,224
3211,1951,2770,981,653,1085,920,224,810,2964
3212,1948,3152,956,653,811,48,920,224,810
3213,1948,421,2354,2094,2928,2738,48,920,224
3214,1449,1417,490,2928,1659,2928,920,224,810
3215,2605,1191,357,2120,861,231,3164,920,1907
3216,2598,2918,591,507,2323,1501,653,299,920
3217,1550,221,3128,798,2928,892,48,920,224
3218,308,3152,496,2251,2928,131,48,920,224
3219,2846,421,499,1360,48,1939,2928,920,1144
3220,308,3152,591,507,861,1114,2558,1047,3087
3221,1948,421,499,2024,861,2073,861,920,224
3222,2598,509,2121,861,2433,48,920,224,3097
3223,1234,3152,3155,348,846,654,3164,920,1144
3224,308,3152,885,861,1041,2928,920,224,3097
3225,1234,3152,885,2759,2323,1504,2323,920,1144
3226,1951,1143,2663,300,861,2124,2063,920,224
3227,1234,3152,2121,1926,2323,725,3164,920,224
3228,3068,378,340,1463,846,673,48,920,224
3229,308,3152,516,1086,2928,2485,1649,920,224
3230,515,1222,1301,349,2412,3164,920,224,810
3231,1234,3152,2984,861,213,861,920,224,810
3232,1521,421,591,2074,989,861,800,1023,3164
3233,1234,3152,2818,846,759,2323,920,224,810
3234,1234,3152,516,653,1944,846,920,224,810
3235,515,294,2255,798,653,1569,861,920,224
3236,1521,1191,1513,846,1667,846,920,224,810
3237,515,221,2663,2323,2205,3164,920,224,393
3238,308,3152,2440,798,861,231,48,920,224
3239,515,294,2121,1329,2323,2047,846,920,224
3240,308,3152,2121,653,784,48,920,224,3097
3241,308,3152,1707,653,784,1047,920,224,3097
3242,1051,2918,1301,846,1372,861,920,224,810
3243,1449,619,499,1666,2928,2738,861,920,224
3244,1234,3152,2354,3084,2422,2928,920,224,3097
3245,308,3152,2984,861,2484,846,920,224,2867
3246,1521,1079,516,653,2224,1085,920,224,3097
3247,308,3152,677,861,68,3164,920,224,810
3248,438,1417,1523,846,3103,757,920,224,2867
3249,1449,1535,1909,3169,846,2410,510,2814,119
3250,1951,3152,677,846,1881,2282,2814,119,1644
3251,1234,3152,1053,385,861,213,3084,920,224
3252,308,3152,1301,1846,2928,473,1085,920,224
3253,308,3152,1936,2928,473,1085,920,224,810
3254,89,1191,51,1451,626,861,142,2852,653
3255,2605,2770,74,861,489,2063,920,1907,2185
3256,194,2918,51,1451,3144,2928,1590,653,678
3257,308,3152,1301,2928,1659,3164,920,1907,2185
3258,2347,1222,833,653,811,861,920,224,810
3259,1948,1565,967,846,1687,48,920,224,810
3260,1951,421,2,2203,846,151,653,920,1144
3261,2846,476,1301,2928,1616,3164,920,1907,2185
3262,1234,3152,357,861,155,653,920,1907,2302
3263,1948,421,2663,3118,846,648,2063,920,224
3264,308,3152,1952,2924,2928,2145,846,920,224
3265,89,294,1301,2928,473,1085,920,224,810
3266,1521,1535,1186,2714,846,1029,846,920,224
3267,2605,3152,2017,2928,473,846,920,224,810
3268,2605,509,1301,2323,2298,861,920,1907,2185
3269,454,1417,1464,2315,2323,2766,1085,920,1907
3270,1554,221,2984,1515,653,811,48,920,224
3271,1234,3152,1294,3169,861,420,3023,920,224
3272,1951,421,677,2509,2928,1661,48,920,224
3273,2554,378,2984,861,2505,3164,920,224,3097
3274,308,3152,981,385,653,1569,1649,920,224
3275,1234,3152,677,861,1892,1649,920,224,2867
3276,2846,619,937,73,653,2668,2063,920,1907
3277,515,3152,1464,846,1122,2330,2814,119,1644
3278,1234,3152,1294,861,1594,2063,920,224,810
3279,1948,421,2255,1396,2928,1616,1649,920,1907
3280,1951,421,1301,48,693,1649,920,1907,2185
3281,2347,166,679,861,231,1649,920,1907,1612
3282,515,2142,2963,653,2668,3164,920,1907,2185
3283,3068,1713,1538,861,745,1085,920,224,810
3284,2846,1713,1301,1047,3127,3164,920,1907,1612
3285,454,619,677,3084,731,757,2814,119,1644
3286,2598,1417,1681,846,2176,3045,2814,119,1644
3287,1234,3152,1301,846,759,861,920,224,810
3288,2846,2464,1883,1120,2928,2600,846,920,224
3289,194,2864,2498,2928,2600,48,920,224,3097
3290,454,3152,899,2024,653,784,48,920,1144
3291,2846,2918,1030,2024,2928,2738,861,920,224
3292,308,3152,357,1911,3084,971,2063,920,224
3293,308,3152,490,653,1932,3023,920,224,2867
3294,1550,3152,2121,3089,653,1569,861,920,224
3295,1051,3152,3022,1498,653,1569,653,920,224
3296,454,433,747,87,653,2103,2063,920,224
3297,2347,226,1301,861,213,757,920,224,3097
3298,2858,294,956,861,1615,1649,920,224,810
3299,1234,3152,967,846,1881,1085,920,224,810
3300,515,294,1301,861,1974,3045,2814,119,1644
3301,1951,3152,2,548,846,673,846,920,1144
3302,2347,911,1510,2024,846,410,846,920,224
3303,3048,1079,833,846,1687,861,920,224,810
3304,2554,1222,1792,548,861,2073,48,920,224
3305,2554,1417,981,861,152,2282,920,224,810
3306,2347,2446,1915,861,736,1649,920,224,810
3307,1948,421,516,861,2484,653,920,224,3097
3308,308,3152,1301,653,54,1085,920,224,810
3309,1234,3152,885,2928,892,2063,920,1907,1612
3310,308,3152,2066,656,861,2433,2928,920,224
3311,1234,3152,864,1131,861,1320,1649,920,224
3312,1521,2142,864,2152,2928,48,920,224,810
3313,2347,433,1301,2928,1659,2063,920,224,810
3314,2554,619,357,1361,861,2325,2063,920,224
3315,2554,619,490,1331,2928,80,48,920,224
